main_character,character,line_no,line_type,word,main_character_word
TRUE,Serena,189,lines,meet,FALSE
TRUE,Serena,189,lines,tonight,FALSE
TRUE,Blair,190,lines,love,FALSE
TRUE,Blair,190,lines,nate,TRUE
TRUE,Blair,190,lines,tonight,FALSE
TRUE,Serena,191,lines,palace,FALSE
TRUE,Serena,191,lines,8,FALSE
TRUE,Serena,191,lines,o'clock,FALSE
TRUE,Serena,191,lines,nate,TRUE
TRUE,Serena,191,lines,wait,FALSE
TRUE,Gossip Girl,192,voice over,spotted,FALSE
TRUE,Gossip Girl,192,voice over,steps,FALSE
TRUE,Gossip Girl,192,voice over,met,FALSE
TRUE,Gossip Girl,192,voice over,serena,TRUE
TRUE,Gossip Girl,192,voice over,blair,TRUE
TRUE,Gossip Girl,192,voice over,power,FALSE
TRUE,Gossip Girl,192,voice over,struggle,FALSE
TRUE,Blair,193,lines,half,FALSE
TRUE,Blair,193,lines,hour,FALSE
TRUE,Gossip Girl,194,voice over,serena,TRUE
TRUE,Gossip Girl,194,voice over,waltz,FALSE
TRUE,Gossip Girl,194,voice over,home,FALSE
TRUE,Serena,195,lines,time,FALSE
TRUE,Blair,196,lines,friend,FALSE
TRUE,Gossip Girl,197,voice over,blair,TRUE
TRUE,Gossip Girl,197,voice over,serena,TRUE
TRUE,Gossip Girl,197,voice over,fight,FALSE
TRUE,Gossip Girl,197,voice over,hotties,FALSE
TRUE,Gossip Girl,197,voice over,gossip girl,TRUE
TRUE,Gossip Girl,197,voice over,likes,FALSE
TRUE,Gossip Girl,197,voice over,catfight,FALSE
TRUE,Gossip Girl,197,voice over,classic,FALSE
TRUE,Dan,199,lines,uh,FALSE
TRUE,Dan,199,lines,dad,FALSE
TRUE,Dan,199,lines,called,FALSE
TRUE,Dan,199,lines,myspace,FALSE
TRUE,Dan,199,lines,post,FALSE
TRUE,Dan,199,lines,information,FALSE
TRUE,Dan,199,lines,online,FALSE
TRUE,Dan,199,lines,save,FALSE
TRUE,Dan,199,lines,trees,FALSE
TRUE,Dan,199,lines,blog,FALSE
TRUE,Rufus,200,lines,musicians,FALSE
TRUE,Rufus,200,lines,blogs,FALSE
TRUE,Rufus,200,lines,picked,FALSE
TRUE,Rufus,200,lines,guitars,FALSE
TRUE,Rufus,200,lines,music,FALSE
TRUE,Rufus,200,lines,business,FALSE
TRUE,Rufus,200,lines,shape,FALSE
TRUE,Dan,201,lines,true,FALSE
TRUE,Dan,201,lines,relic,FALSE
TRUE,Rufus,202,lines,son,FALSE
TRUE,Dan,204,lines,hey,FALSE
TRUE,Dan,204,lines,dad,FALSE
TRUE,Dan,204,lines,listen,FALSE
TRUE,Dan,204,lines,uhm,FALSE
TRUE,Dan,204,lines,run,FALSE
TRUE,Rufus,205,lines,yeah,FALSE
TRUE,Rufus,205,lines,mom,FALSE
TRUE,Rufus,205,lines,free,FALSE
TRUE,Rufus,205,lines,spirit,FALSE
TRUE,Rufus,205,lines,reasons,FALSE
TRUE,Rufus,205,lines,fell,FALSE
TRUE,Dan,206,lines,meant,FALSE
TRUE,Dan,206,lines,flyers,FALSE
TRUE,Rufus,207,lines,luckily,FALSE
TRUE,Rufus,207,lines,staple,FALSE
TRUE,Rufus,207,lines,guns,FALSE
TRUE,Rufus,207,lines,school,FALSE
TRUE,Rufus,207,lines,gonna,FALSE
TRUE,Rufus,207,lines,fine,FALSE
TRUE,Serena,209,lines,talked,FALSE
TRUE,Serena,209,lines,nurse,FALSE
TRUE,Serena,209,lines,kidnapping,FALSE
FALSE,Erik,210,lines,shopping,FALSE
TRUE,Serena,211,lines,wendells,FALSE
TRUE,Serena,211,lines,hour,FALSE
TRUE,Serena,211,lines,swear,FALSE
TRUE,Serena,211,lines,bad,FALSE
TRUE,Serena,211,lines,day,FALSE
FALSE,Erik,212,lines,day,FALSE
FALSE,Erik,212,lines,couple,FALSE
FALSE,Erik,212,lines,pills,FALSE
FALSE,Erik,212,lines,bunch,FALSE
FALSE,Erik,212,lines,rorschach,FALSE
FALSE,Erik,212,lines,tests,FALSE
FALSE,Erik,212,lines,green,FALSE
FALSE,Erik,212,lines,jelly,FALSE
FALSE,Erik,212,lines,lunch,FALSE
TRUE,Serena,213,lines,mmh,FALSE
TRUE,Serena,213,lines,yummy,FALSE
TRUE,Serena,213,lines,save,FALSE
TRUE,Serena,213,lines,mom,FALSE
TRUE,Dan,215,lines,jenny,TRUE
TRUE,Dan,215,lines,wrong,FALSE
TRUE,Dan,217,lines,wait,FALSE
TRUE,Dan,217,lines,wait,FALSE
TRUE,Dan,217,lines,emergency,FALSE
TRUE,Jenny,218,lines,fashion,FALSE
TRUE,Jenny,218,lines,emergency,FALSE
TRUE,Jenny,218,lines,dance,FALSE
TRUE,Jenny,220,lines,yeah,FALSE
TRUE,Jenny,220,lines,mom,FALSE
TRUE,Jenny,220,lines,dad,FALSE
TRUE,Jenny,220,lines,allergic,FALSE
TRUE,Jenny,220,lines,department,FALSE
TRUE,Jenny,220,lines,stores,FALSE
TRUE,Dan,221,lines,jenny,TRUE
TRUE,Jenny,222,lines,bad,FALSE
TRUE,Jenny,222,lines,rent,FALSE
TRUE,Jenny,222,lines,sew,FALSE
TRUE,Jenny,224,lines,gosh,FALSE
TRUE,Jenny,224,lines,serena,TRUE
TRUE,Jenny,224,lines,serena,TRUE
TRUE,Serena,226,lines,hey,FALSE
TRUE,Serena,226,lines,hey,FALSE
TRUE,Serena,226,lines,jenny,TRUE
TRUE,Jenny,227,lines,yeah,FALSE
FALSE,Erik,229,lines,stylist,FALSE
FALSE,Erik,229,lines,personal,FALSE
FALSE,Erik,229,lines,shopper,FALSE
FALSE,Erik,229,lines,erik,FALSE
TRUE,Jenny,230,lines,uhm,FALSE
TRUE,Jenny,230,lines,brother,FALSE
TRUE,Serena,232,lines,dress,FALSE
TRUE,Serena,232,lines,kiss,FALSE
TRUE,Serena,232,lines,lips,FALSE
TRUE,Serena,232,lines,party,FALSE
TRUE,Jenny,233,lines,sort,FALSE
TRUE,Jenny,233,lines,speaking,FALSE
TRUE,Jenny,235,lines,free,FALSE
TRUE,Jenny,235,lines,period,FALSE
TRUE,Jenny,238,lines,dan,TRUE
TRUE,Jenny,238,lines,dan,TRUE
TRUE,Serena,240,lines,jenny,TRUE
TRUE,Serena,240,lines,dress,FALSE
TRUE,Serena,240,lines,black,FALSE
TRUE,Jenny,241,lines,black,FALSE
TRUE,Jenny,241,lines,cool,FALSE
TRUE,Chuck,243,lines,stuff,FALSE
TRUE,Nate,244,lines,yeah,FALSE
TRUE,Nate,244,lines,gonna,FALSE
TRUE,Nate,244,lines,blair,TRUE
TRUE,Nate,244,lines,mom,FALSE
TRUE,Nate,244,lines,country,FALSE
TRUE,Nate,244,lines,house,FALSE
TRUE,Chuck,245,lines,yeah,FALSE
TRUE,Chuck,245,lines,swipe,FALSE
TRUE,Chuck,245,lines,dad,FALSE
TRUE,Chuck,245,lines,viagra,FALSE
TRUE,Chuck,245,lines,mom,FALSE
TRUE,Chuck,245,lines,paxils,FALSE
TRUE,Chuck,245,lines,nathaniel,FALSE
TRUE,Chuck,245,lines,finally,FALSE
TRUE,Chuck,245,lines,sex,FALSE
TRUE,Chuck,245,lines,girlfriend,FALSE
TRUE,Chuck,245,lines,heading,FALSE
TRUE,Chuck,245,lines,execution,FALSE
TRUE,Chuck,247,lines,talk,FALSE
TRUE,Chuck,247,lines,chuck,TRUE
TRUE,Chuck,247,lines,buddy,FALSE
TRUE,Chuck,247,lines,blair,TRUE
TRUE,Chuck,247,lines,dating,FALSE
TRUE,Chuck,247,lines,forever,FALSE
TRUE,Chuck,247,lines,sudden,FALSE
TRUE,Nate,248,lines,feel,FALSE
TRUE,Nate,248,lines,lives,FALSE
TRUE,Nate,248,lines,planned,FALSE
TRUE,Nate,248,lines,gonna,FALSE
TRUE,Nate,248,lines,parents,FALSE
TRUE,Chuck,249,lines,dark,FALSE
TRUE,Nate,250,lines,entitled,FALSE
TRUE,Nate,250,lines,choose,FALSE
TRUE,Nate,250,lines,happy,FALSE
TRUE,Chuck,251,lines,easy,FALSE
TRUE,Chuck,251,lines,socrates,FALSE
TRUE,Chuck,251,lines,entitled,FALSE
TRUE,Chuck,251,lines,trust,FALSE
TRUE,Chuck,251,lines,fund,FALSE
TRUE,Chuck,251,lines,house,FALSE
TRUE,Chuck,251,lines,hamptons,FALSE
TRUE,Chuck,251,lines,prescription,FALSE
TRUE,Chuck,251,lines,drug,FALSE
TRUE,Chuck,251,lines,happiness,FALSE
TRUE,Chuck,251,lines,menu,FALSE
TRUE,Chuck,251,lines,smoke,FALSE
TRUE,Chuck,251,lines,seal,FALSE
TRUE,Chuck,251,lines,deal,FALSE
TRUE,Chuck,251,lines,blair,TRUE
TRUE,Chuck,251,lines,entitled,FALSE
TRUE,Chuck,251,lines,tab,FALSE
TRUE,Chuck,251,lines,ass,FALSE
TRUE,Serena,253,lines,mom,FALSE
TRUE,Serena,253,lines,divorce,FALSE
TRUE,Blair,254,lines,dad,FALSE
TRUE,Blair,254,lines,left,FALSE
TRUE,Blair,254,lines,lost,FALSE
TRUE,Blair,254,lines,15,FALSE
TRUE,Blair,254,lines,pounds,FALSE
TRUE,Blair,254,lines,eye,FALSE
TRUE,Blair,254,lines,lift,FALSE
TRUE,Blair,256,lines,yeah,FALSE
TRUE,Blair,256,lines,call,FALSE
TRUE,Blair,256,lines,write,FALSE
TRUE,Blair,256,lines,entire,FALSE
TRUE,Blair,256,lines,time,FALSE
TRUE,Blair,256,lines,happening,FALSE
TRUE,Serena,257,lines,boarding,FALSE
TRUE,Serena,257,lines,school,FALSE
TRUE,Blair,258,lines,boarding,FALSE
TRUE,Blair,258,lines,school,FALSE
TRUE,Blair,258,lines,begin,FALSE
TRUE,Blair,258,lines,calling,FALSE
TRUE,Blair,258,lines,house,FALSE
TRUE,Blair,258,lines,school,FALSE
TRUE,Blair,258,lines,mom,FALSE
TRUE,Blair,258,lines,serena,TRUE
TRUE,Blair,258,lines,moved,FALSE
TRUE,Blair,258,lines,connecticut,FALSE
TRUE,Serena,259,lines,trust,FALSE
TRUE,Blair,260,lines,trust,FALSE
TRUE,Blair,260,lines,feel,FALSE
TRUE,Serena,261,lines,fix,FALSE
TRUE,Serena,261,lines,school,FALSE
TRUE,Serena,261,lines,katy,FALSE
TRUE,Serena,263,lines,miss,FALSE
TRUE,Serena,263,lines,walking,FALSE
TRUE,Serena,263,lines,school,FALSE
TRUE,Serena,263,lines,togheter,FALSE
TRUE,Serena,263,lines,dancing,FALSE
TRUE,Serena,263,lines,tables,FALSE
TRUE,Serena,263,lines,bungalow,FALSE
TRUE,Serena,263,lines,nights,FALSE
TRUE,Serena,263,lines,mom,FALSE
TRUE,Serena,263,lines,country,FALSE
TRUE,Serena,263,lines,house,FALSE
TRUE,Serena,263,lines,sister,FALSE
TRUE,Serena,263,lines,families,FALSE
TRUE,Blair,264,lines,missed,FALSE
TRUE,Blair,264,lines,classic,FALSE
TRUE,Blair,264,lines,eleanor,FALSE
TRUE,Blair,264,lines,waldorf,FALSE
TRUE,Blair,264,lines,melt,FALSE
TRUE,Blair,264,lines,tragedy,FALSE
TRUE,Blair,264,lines,funny,FALSE
TRUE,Blair,264,lines,kinda,FALSE
TRUE,Blair,266,lines,meet,FALSE
TRUE,Blair,266,lines,nate,TRUE
TRUE,Blair,266,lines,special,FALSE
TRUE,Serena,269,lines,love,FALSE
TRUE,Serena,269,lines,blair,TRUE
TRUE,Blair,270,lines,love,FALSE
TRUE,Blair,270,lines,serena,TRUE
TRUE,Gossip Girl,272,voice over,spotted,FALSE
TRUE,Gossip Girl,272,voice over,palace,FALSE
TRUE,Gossip Girl,272,voice over,hotel,FALSE
TRUE,Gossip Girl,272,voice over,serena,TRUE
TRUE,Gossip Girl,272,voice over,blair,TRUE
TRUE,Gossip Girl,272,voice over,heart,FALSE
TRUE,Gossip Girl,272,voice over,heart,FALSE
TRUE,Gossip Girl,274,voice over,hmm,FALSE
TRUE,Gossip Girl,274,voice over,thirsty,FALSE
TRUE,Gossip Girl,274,voice over,serena,TRUE
TRUE,Gossip Girl,274,voice over,won,FALSE
TRUE,Gossip Girl,274,voice over,blair,TRUE
TRUE,Gossip Girl,274,voice over,hiding,FALSE
TRUE,Dan,276,lines,hey,FALSE
TRUE,Jenny,277,lines,ah,FALSE
TRUE,Jenny,277,lines,invisible,FALSE
TRUE,Jenny,277,lines,returns,FALSE
TRUE,Jenny,277,lines,idea,FALSE
TRUE,Jenny,277,lines,move,FALSE
TRUE,Jenny,277,lines,fast,FALSE
TRUE,Dan,278,lines,yeah,FALSE
TRUE,Dan,278,lines,fashion,FALSE
TRUE,Dan,278,lines,emergency,FALSE
TRUE,Dan,278,lines,solved,FALSE
TRUE,Dan,278,lines,figured,FALSE
TRUE,Jenny,279,lines,dan,TRUE
TRUE,Jenny,279,lines,serena,TRUE
TRUE,Jenny,279,lines,9th,FALSE
TRUE,Jenny,279,lines,grade,FALSE
TRUE,Jenny,279,lines,birthday,FALSE
TRUE,Jenny,279,lines,party,FALSE
TRUE,Jenny,279,lines,forgotten,FALSE
TRUE,Dan,280,lines,person,FALSE
TRUE,Dan,280,lines,spoke,FALSE
TRUE,Dan,280,lines,pretty,FALSE
TRUE,Jenny,281,lines,nice,FALSE
TRUE,Dan,282,lines,tad,FALSE
TRUE,Dan,282,lines,overwhelmed,FALSE
TRUE,Dan,282,lines,glitz,FALSE
TRUE,Dan,282,lines,glamour,FALSE
TRUE,Dan,282,lines,humphrey,FALSE
TRUE,Dan,282,lines,lifestyle,FALSE
TRUE,Jenny,283,lines,heard,FALSE
TRUE,Jenny,283,lines,living,FALSE
TRUE,Jenny,283,lines,palace,FALSE
TRUE,Jenny,283,lines,hotel,FALSE
TRUE,Jenny,285,lines,sitting,FALSE
TRUE,Jenny,285,lines,bar,FALSE
TRUE,Jenny,285,lines,sipping,FALSE
TRUE,Jenny,285,lines,martinis,FALSE
TRUE,Jenny,285,lines,kinda,FALSE
TRUE,Jenny,285,lines,sad,FALSE
TRUE,Jenny,285,lines,dad,FALSE
TRUE,Jenny,285,lines,gallery,FALSE
TRUE,Jenny,285,lines,late,FALSE
TRUE,Jenny,285,lines,left,FALSE
TRUE,Jenny,285,lines,money,FALSE
TRUE,Jenny,285,lines,dinner,FALSE
TRUE,Jenny,285,lines,thinking,FALSE
TRUE,Jenny,285,lines,indian,FALSE
TRUE,Dan,286,lines,gonna,FALSE
TRUE,Chuck,292,lines,love,FALSE
TRUE,Chuck,292,lines,town,FALSE
TRUE,Chuck,292,lines,parents,FALSE
TRUE,Chuck,292,lines,hotel,FALSE
TRUE,Chuck,292,lines,bought,FALSE
TRUE,Chuck,292,lines,serving,FALSE
TRUE,Chuck,292,lines,minors,FALSE
TRUE,Serena,293,lines,drink,FALSE
TRUE,Serena,293,lines,serving,FALSE
TRUE,Serena,293,lines,pigs,FALSE
TRUE,Chuck,294,lines,love,FALSE
TRUE,Chuck,294,lines,talk,FALSE
TRUE,Chuck,294,lines,dirty,FALSE
TRUE,Serena,295,lines,love,FALSE
TRUE,Serena,295,lines,girl,FALSE
TRUE,Serena,295,lines,talks,FALSE
TRUE,Chuck,296,lines,prefer,FALSE
TRUE,Chuck,296,lines,talking,FALSE
TRUE,Serena,297,lines,missed,FALSE
TRUE,Serena,297,lines,witty,FALSE
TRUE,Serena,297,lines,banter,FALSE
TRUE,Chuck,298,lines,catch,FALSE
TRUE,Chuck,298,lines,clothes,FALSE
TRUE,Chuck,298,lines,stare,FALSE
TRUE,Serena,299,lines,bit,FALSE
TRUE,Serena,299,lines,eat,FALSE
TRUE,Serena,299,lines,drinking,FALSE
TRUE,Serena,299,lines,empty,FALSE
TRUE,Serena,299,lines,stomach,FALSE
TRUE,Chuck,300,lines,heard,FALSE
TRUE,Chuck,300,lines,anymore,FALSE
TRUE,Serena,301,lines,special,FALSE
TRUE,Serena,301,lines,occasion,FALSE
TRUE,Chuck,302,lines,grilled,FALSE
TRUE,Chuck,302,lines,cheese,FALSE
TRUE,Chuck,302,lines,truffle,FALSE
TRUE,Chuck,302,lines,oil,FALSE
TRUE,Chuck,302,lines,love,FALSE
TRUE,Chuck,302,lines,truffels,FALSE
TRUE,Serena,303,lines,menue,FALSE
TRUE,Chuck,304,lines,connected,FALSE
TRUE,Serena,305,lines,hungry,FALSE
TRUE,Nate,307,lines,wow,FALSE
TRUE,Blair,310,lines,special,FALSE
TRUE,Blair,312,lines,wrong,FALSE
TRUE,Nate,313,lines,ehm,FALSE
TRUE,Chuck,315,lines,alfonso,FALSE
TRUE,Chuck,315,lines,stud,FALSE
TRUE,Chuck,315,lines,night,FALSE
TRUE,Chuck,315,lines,closing,FALSE
TRUE,Chuck,315,lines,kitchen,FALSE
TRUE,Serena,316,lines,god,FALSE
TRUE,Chuck,317,lines,couple,FALSE
TRUE,Chuck,317,lines,ideas,FALSE
TRUE,Serena,318,lines,sandwich,FALSE
TRUE,Serena,318,lines,chuck,TRUE
TRUE,Serena,320,lines,happening,FALSE
TRUE,Chuck,321,lines,worried,FALSE
TRUE,Chuck,321,lines,nate,TRUE
TRUE,Chuck,323,lines,sheperd,FALSE
TRUE,Chuck,323,lines,wedding,FALSE
TRUE,Chuck,323,lines,left,FALSE
TRUE,Chuck,323,lines,town,FALSE
TRUE,Nate,325,lines,serena,TRUE
TRUE,Nate,325,lines,supposed,FALSE
TRUE,Serena,326,lines,happy,FALSE
TRUE,Serena,326,lines,couple,FALSE
TRUE,Serena,326,lines,catch,FALSE
TRUE,Serena,326,lines,bar,FALSE
TRUE,Serena,326,lines,move,FALSE
TRUE,Nate,331,lines,stop,FALSE
TRUE,Serena,333,lines,nate,TRUE
TRUE,Serena,335,lines,stronger,FALSE
TRUE,Serena,335,lines,alright,FALSE
TRUE,Serena,337,lines,mess,FALSE
TRUE,Blair,341,lines,guys,FALSE
TRUE,Blair,341,lines,kissed,FALSE
TRUE,Chuck,345,lines,friend,FALSE
TRUE,Chuck,345,lines,boyfriend,FALSE
TRUE,Chuck,345,lines,pretty,FALSE
TRUE,Chuck,345,lines,classy,FALSE
TRUE,Chuck,345,lines,serena,TRUE
TRUE,Chuck,345,lines,admit,FALSE
TRUE,Serena,346,lines,change,FALSE
TRUE,Serena,349,lines,stop,FALSE
TRUE,Serena,349,lines,stop,FALSE
TRUE,Serena,349,lines,stop,FALSE
TRUE,Serena,355,lines,chuck,TRUE
TRUE,Gossip Girl,366,voice over,blair,TRUE
TRUE,Gossip Girl,366,voice over,serena,TRUE
TRUE,Gossip Girl,366,voice over,built,FALSE
TRUE,Gossip Girl,366,voice over,bridge,FALSE
TRUE,Gossip Girl,366,voice over,crashing,FALSE
TRUE,Gossip Girl,366,voice over,dry,FALSE
TRUE,Gossip Girl,366,voice over,eyes,FALSE
TRUE,Gossip Girl,366,voice over,kiss,FALSE
TRUE,Gossip Girl,366,voice over,lips,FALSE
TRUE,Gossip Girl,366,voice over,party,FALSE
TRUE,Gossip Girl,366,voice over,corner,FALSE
TRUE,Gossip Girl,366,voice over,loves,FALSE
TRUE,Gossip Girl,366,voice over,parties,FALSE
TRUE,Gossip Girl,366,voice over,gossip girl,TRUE
FALSE,Howie,368,lines,nice,FALSE
FALSE,Howie,368,lines,son,FALSE
TRUE,Nate,369,lines,time,FALSE
FALSE,Howie,370,lines,upbeat,FALSE
FALSE,Howie,370,lines,morning,FALSE
FALSE,Howie,370,lines,fun,FALSE
FALSE,Howie,370,lines,blair,TRUE
FALSE,Howie,370,lines,night,FALSE
TRUE,Nate,371,lines,pretty,FALSE
TRUE,Nate,371,lines,fight,FALSE
FALSE,Howie,372,lines,advice,FALSE
FALSE,Howie,372,lines,apologise,FALSE
FALSE,Howie,372,lines,fault,FALSE
FALSE,Howie,372,lines,flowers,FALSE
FALSE,Howie,372,lines,jewellery,FALSE
FALSE,Howie,372,lines,upset,FALSE
FALSE,Howie,372,lines,mother,FALSE
FALSE,Howie,374,lines,wait,FALSE
FALSE,Howie,374,lines,minute,FALSE
FALSE,Howie,374,lines,guys,FALSE
FALSE,Howie,374,lines,broke,FALSE
TRUE,Nate,375,lines,yeah,FALSE
TRUE,Nate,375,lines,guess,FALSE
